,0,1
0,Transducers,23
1,Audio Signal Processing,22
2,Applications in Audio,19
3,Spatial Audio,16
4,Perception,11
5,Room Acoustics,11
6,Recording and Production,8
7,"Spatial Audio, Part 1",6
8,Product Development,5
9,"Recording, Production, and Live Sound",5
10,"Spatial Audio, Part 3",5
11,Audio Education,4
12,"Spatial Audio, Part 2",4
13,Semantic Audio,3
